id,movie_id,imdb_id,title,description,genres,lda_vector,sim_list
8410,149910,2999390,Super Buddies,"When the five puppies stumble upon the Five Power Rings of Inspiron (alien artifacts abandoned on Earth 16 years ago), they all develop super powers, and are enlisted in Captain Canine's battle against the evil Darkon alien Commander Drex. Captain Canine is commander of space ship Megasis and is from the planet Inspiron. He is the mortal enemy of the Commander Drex. In charge of protecting Princess Jorala and the Five Power Rings from Drex, Megasis places the rings in hiding on the planet Earth, and takes the form of a German Shepherd, intending to stay on earth in very deep cover. Adopted by aspiring young comic book artist Ian Shaeffer, and renamed Captain Canine, he spends 16 happy years on Earth, as Ian recounts the stories of his space adventures. But when the five Buddies discover the Power Rings and instantly develop superpowers, Captain Canine has to train them very quickly indeed - for Commander Drex is headed back to earth, and this time he's determined to succeed.","[10751, 35]",,""
8486,9817,0486656,Save the Last Dance 2,"Sara joins Julliard in New York to fulfill her and her mother's dream of becoming the Prima ballerina of the school. She befriends her roommates, Zoe and Miles, who teach hip-hop classes. She has ballet classes with the rigid and famous Monique Delacroix that she idolizes - Monique requires full commitment, discipline and hard work from her students. When Miles, who is a composer, invites Sara to help him compose the music for the dance choreography Sara's passion for hip-hop is sparked and she also falls in love with Miles. When she is assigned to perform Giselle in an important event, she feels divided between the technique of the ballet and the creative work offered by Miles.","[18, 10751, 10749]",,""
8510,472454,6316138,Ayla: The Daughter of War,"In 1950, amidst the ravages of the Korean War, Sergeant Süleyman stumbles upon a a half-frozen little girl, with no parents and no help in sight and he risks his own life to save her, smuggling her into his army base and out of harm’s way.","[18, 10752, 36]",,""
8360,793147,"",Please Enlighten Me,"A  story between Lin Zhi Xiao, a graduating student from the Conservatory of Music, and her father's attending physician Gu Wei. Fourth-year student Lin Zhi Xiao hits rock bottom right before her graduation. Her father is hospitalized due to cancer leaving her no choice but to give up the chance to work at a reputable company. She also bears the pain from a relationship that has ended. All her beautiful imaginations towards love and her future are shattered in an instant. Just then, her father's doctor Gu Wei walks into Lin Zhi Xiao's life. When love begins, people often don't know that it's love. Two people who have been hurt before and no longer believe in love start to get to know each other. There are uncertainties and setbacks, misunderstandings and downturns, but in the process of falling in love, they become more assured that they have found the person to whom they can entrust the rest of their lives.",[10749],,""
8574,16437,0106639,Cyborg 2,"In the year 2074, the cybernetics market is dominated by two rival companies: USA's Pinwheel Robotics and Japan's Kobayashi Electronics. Cyborgs are commonplace, used for anything from soldiers to prostitutes. Casella Reese is a prototype cyborg developed for corporate espionage and assassination. She is filled with a liquid explosive called Glass Shadow. Pinwheel plans to eliminate the entire Kobayashi board of directors by using Casella","[28, 12, 878]",,""
8639,11087,0104389,The Hand that Rocks the Cradle,"A suburban family chooses seemingly sweet Peyton Flanders as their newborn's nanny. Only much later does the infant's mother, Claire Bartel, realize Peyton's true intentions -- to destroy Claire and replace her in the family. The nail-biting suspense builds quickly in this chilling psychological thriller about deception and bitter revenge.","[18, 53]",,""
8553,11523,0264150,View from the Top,"No one thought Donna would go very far. But when she sets her sights on becoming a first-class international flight attendant, Donna throws caution to the wind and takes off in pursuit of her dream. The ride is anything but smooth, however, and Donna's laugh-packed journey of a lifetime is rocked by more turbulence than she bargained for.","[35, 10749, 18]",,""
8554,946581,17621226,Cruel Instruction,"The story of 16-year-old Kayla Adams, whose mother, Karen is advised by the school’s counselor to send Kayla to get treatment at a youth residential treatment center after she gets expelled from school. Kayla arrives at the Utah facility on the same day as her roommate Amanda, a treatment program veteran who knows exactly what the girls were in for. Led by headmistress Miss Connie, the staff uses draconian methods including force-feeding medications, arbitrary punishments, solitary confinement, verbal and physical abuse to keep the students in line. After being pushed to their limits and stripped of their lifelines, including any ability to freely communicate with the outside world, the two young women must band together to survive and fight to expose the abuse before it’s too late.","[18, 10770, 53]",,""
8615,39961,1139111,The Land Before Time XIII: The Wisdom of Friends,"Littlefoot learns a series of important lessons following an incident that nearly costs his grandmother her life. Soon afterwards, three dinosaurs arrive claiming they have lost their way.","[16, 10751, 12]",,""
8616,16790,0101455,Bingo,"Bingo, the runaway circus dog, is off the leash and saving Chuckie's life! Bingo and the boy become the best of friends in this canine comedy featuring doggy disguises and skateboarding, pinball and prison. Chuckie and his parents (Cindy Williams and David Rasche) are moving house, a thousand miles away, but Bingo won't be allowed to join them. Chuckie and Bingo's determination to be reunited is t","[28, 12, 35, 10751]",,""
8642,272692,2282016,The Possession of Michael King,"The film tells the story of documentary filmmaker Michael King (Shane Johnson), who doesn’t believe in God or the Devil. Following the sudden death of his wife, Michael decides to make his next film about the search for the existence of the supernatural, making himself the center of the experiment – allowing demonologists, necromancers, and various practitioners of the occult to try the deepest and darkest spells and rituals they can find on him – in the hopes that when they fail, he’ll once and for all have proof that religion, spiritualism, and the paranormal are nothing more than myth. But something does happen. An evil and horrifying force has taken over Michael King. And it will not let him go.",[27],,""
8681,10371,0119142,For Richer or Poorer,"Brad Sexton and his wife, Caroline, are wealthy New Yorkers with both marital and financial problems. The latter issue becomes a pressing matter when they discover that their accountant has embezzled millions and pinned the blame on them. Forced to go on the lam, Brad and Caroline end up in an Amish area of Pennsylvania and decide to pose as members of the religious group to evade the IRS. As the two adapt to the simple Amish lifestyle, they begin to reconnect.",[35],,""
8703,190847,1709143,The Last Days on Mars,"On the last day of the first manned mission to Mars, a crew member of Tantalus Base believes he has made an astounding discovery – fossilized evidence of bacterial life. Unwilling to let the relief crew claim all the glory, he disobeys orders to pack up and goes out on an unauthorized expedition to collect further samples. But a routine excavation turns to disaster when the porous ground collapses and he falls into a deep crevice. His devastated colleagues attempt to recover his body. However, when another vanishes, they start to suspect that the life-form they have discovered is not without danger.","[878, 53, 27]",,""
8725,13555,0082427,The Funhouse,"Rebellious teen Amy defies her parents by going to a trashy carnival that has pulled into town. In tow are her boyfriend, Buzz, and their friends Liz  and Richie. Thinking it would be fun to spend the night in the campy ""Funhouse"" horror ride, the teens witness a murder by a deformed worker wearing a mask. Locked in, Amy and her friends must evade the murderous carnival workers and escape before it leaves town the next day.",[27],,""
10201,463906,2569088,The Saint,"International master thief, Simon Templar, also known as The Saint, is asked by a desperate rich man to find his kidnapped daughter. However, in addition to evading the authorities, Simon must face a dangerous adversary from his past.","[28, 12, 80]",,""
10202,469916,6138228,Downrange,"Stranded at the side of the road after a tire blowout, a group of friends become targets for an enigmatic sniper.","[53, 27]",,""
10203,20523,1190545,Animal Crossing: The Movie,"This is the story of a young self-reliant girl called Ai, who one day, moves into the Animal Village. While working at Tom Nook's shop ""Nook's Cranny"" she begins living her life away from her family. To begin with, she doesn't know left from right, but under the guidance of Mayor Tortimer, the angry but correct Mr. Resetti, and the wandering musician K.K. Slider among others, she is eventually accepted as a member of the village. One night as she walked along the beach, she finds a message in the bottle. It sets her off on a quest of planting pine trees around the village to fulfill a miracle on the eve of the Winter Festival","[16, 18, 10751]",,""
10204,433310,5783956,When We First Met,"Noah spends the perfect first night with the girl of his dreams Avery but gets relegated to the friend zone. He spends the next three years wondering what went wrong - until he gets the unexpected chance to travel back in time and alter that night, and his fate, over and over again.","[35, 10749, 14]",,""
8727,993234,21111352,Borders of Love,"After years together, Petr and Hana, partners in work and in life, share their unspoken erotic fantasies. What begins as an innocent conversation gradually turns into curious experimentation with a non-monogamous approach to their relationship. But sexual freedom tastes differently for each of them. Without resorting to exploitation, Tomasz Wiński’s feature debut considers questions that are taboo for many couples. Borders of Love explores not only various forms of intimacy but also ways of depicting it on the big screen, since, among others, the protagonists themselves film each other on their mobile phones. Appearing in the main roles are Matyáš Řezníček and Hana Vagnerová, who collaborated on the film’s story and script as well.",[18],,""
10068,18086,0097390,Fright Night Part 2,"After three years of therapy Charley Brewster, now a college student, is convinced that Jerry Dandridge was a serial killer posing as a vampire. But when Regine, a mysterious actress and her entourage move into Peter Vincent's apartment block, the nightmare starts again - and this time it's personal!","[27, 35]",,""
10069,428493,5635086,God's Own Country,"A young farmer in rural Yorkshire numbs his daily frustrations with binge drinking and casual sex, until the arrival of a Romanian migrant worker.","[10749, 18]",,""
8741,416051,5893264,Based on a True Story,"Delphine is the author of an autobiographical novel that has become a bestseller. Exhausted by the promotional tour, just when she feels out of place, paralyzed by the idea of having to start writing again, she meets Elle, a young, attractive, intelligent, intuitive woman who seems to understand her better than anyone.","[53, 9648, 18]",,""
8760,506863,7515456,Hurricane,"The story of the Polish fliers who found themselves fighting for the freedom of their own country in foreign skies. Seen through the eyes of a Polish fighter ace and adventurer, it tells how the Poles—driven across Europe by the German war machine—finally make their last stand. Flying Hurricanes for the RAF over Britain, they became a key component in the legend of ‘The Few’. Up against the might of the Luftwaffe they hoped that, by saving Great Britain from Nazi invasion, they were keeping the dream of a free Poland alive.","[10752, 18, 28]",,""
8767,166747,2650548,Monster High: Friday Night Frights,"SKRM (Skultimate Roller Maze) is an annual tournament between Monster High and different monster high schools that consists of a roller derby of dangerous obstacles and mazes. Granite City High, a high school team of gargoyles and Monster High's oldest rivals, won the school crest after defeating them in SKRM, and with it taking the school spirit. This has resulted in the school literally beginning to fall apart, and due to the boys serious injuries after the tournament, they decide not to participate any longer.  This prompts the ghouls to play SKRM in the boys place, and they suit up and begin training. However, the boys protest and claim SKRM is a boys sport only, and they won't help the ghouls train. This only pushes them to work harder, with the goal of making it to the championship game to defeat Granite City High.","[16, 10751]",,""
8782,64252,0082422,Fruits of Passion,"A girl named O loves a rich, and much older man. She is subjected to a variety of humiliating experiences to prove her unconditional obedience to him in a Chinese brothel. A poor boy sees her and falls in love with her. To get the money needed to sleep with her, he takes part in rebellious acts.",[18],,""
8804,30178,0472602,Stuart Little 3: Call of the Wild,"With school out for the summer,  The Littles are vacationing in a cabin by the lake, and Stuart is so excited he could burst! But when Snowbell the cat is captured by a mean-spirited creature known simply as the Beast, it's up to Stuart and a skunk named Reeko to rescue him and a few other friends.","[16, 35, 10751]",,""
8827,286987,3098874,How to Build a Better Boy,"Mae and Gabby are two friends who go everywhere together but they are not very popular in their school. Their classmates always pressure because they have not had a boyfriend so to avoid further setbacks, the girls put in place a plan to create the perfect boyfriend. Both believe that it will be easy to create their perfect guy using the military team building; machinery owned by the father of Mae, the machine works through a wireless keyboard. The machine can create with their settings, a robotic soldier. Of this plan was born Albert an ideal guy to be a perfect boyfriend. He will be the most popular boy of the school.","[10751, 878, 10770]",,""
8852,11156,1035736,Coco Before Chanel,"Several years after leaving the orphanage, to which her father never returned for her, Gabrielle Chanel finds herself working in a provincial bar. She's both a seamstress for the performers and a singer, earning the nickname Coco from the song she sings nightly with her sister. A liaison with Baron Balsan gives her an entree into French society and a chance to develop her gift for designing.","[18, 36]",,""
8881,105444,1147519,Doraemon: Nobita's Great Adventure in the South Seas,"The search for documentation about the sea for a school work will make the magic door of Doraemon open and take Nobita to Shizuka, Gian and Sueno in the deep ocean. This time our friends embark on a huge and unique boat in order to learn about the mysteries of the sea and look for treasures. What nobody imagines is that a distortion in the line of space-time will lead them to the seventeenth century amid a great storm that will make them wreck and where Doraemon loses its magic pocket. No time to lose, our friends must find a way out. Will they succeed?",[16],,""
8901,69668,1462041,Dream House,"Publisher Will Atenton quits a lucrative job in New York to relocate his wife, Libby, and their daughters to a quaint town in New England. However, as they settle into their home the Atentons discover that a woman and her children were murdered there, and the surviving husband is the town's prime suspect. With help from a neighbor who was close to the murdered family, Will pieces together a horrifying chain of events.","[9648, 18, 53]",,""
8924,9981,0384642,Kicking & Screaming,"Phil Weston has been unathletic his entire life. In college he failed at every sport that he tried out for. It looks like his 10-year old son, Sam, is following in his footsteps. But when Phil's hyper-competitive dad benches Sam, Phil decides to transfer his son to a new team which needs a coach. Phil steps in to be the temporary coach and immediately begins to butt heads with this dad over this new competition in their lives.","[10751, 35]",,""
10298,30155,0943326,Naked Fear,"Diana arrives in a town to start a new job. She's threatened into working as an exotic dancer. She's later kidnapped and let loose naked in the wilderness as prey for the psycho hunter, like many women before her. Will she survive?","[27, 53]",,""
10299,31150,0095379,Intruder,The overnight stock crew of a local supermarket find themselves being stalked and slashed by a mysterious maniac.,"[27, 53]",,""
10300,49398,0083824,Quarter to Two Before Jesus Christ,"In antique Rome, a simple pepboy for chars becomes involved in a coup against Cesar.  Rahatlocum is a North African Roman colony where Julius Caesar came to spend an expensive holiday. The revolt rumbles among the small people who find a leader in the person of Ben-Hur Marcel.",[35],,""
8989,4883,0072263,And Then There Were None,"Ten people are invited to a hotel for a weekend getaway by a Mr. U. N. Owen, who mysteriously isn't in attendance. When the group gets together for their first dinner, a record is played in which Mr. Owen accuses each guest of committing various unpunished crimes, which sets off a series of murders in the hotel.","[80, 18, 9648]",,""
9076,700186,"",Mom's Friend 5,"Jae-hong is studying for his college entrance exam for the third time when his mother's sexy friend Eun-jin gets a divorce and comes to live with them until she finds a place to stay. Day by day, Jae-hong gets attracted to her sexy body. Not only that, his father Young-ho is also attracted to her...",[10749],,""
9100,271397,1745787,The Tribe,"Deaf-mute Sergey enters a specialized boarding school for the deaf-and-dumb. In navigating through the school's hierarchy, he encounters a corrupt underbelly of criminality, known as The Tribe. By participating in several robberies, he gets propelled higher into the organization, when he meets one of the Chief’s concubines Anya, and unwittingly breaks all the unwritten rules of the group.","[18, 80]",,""
8968,11899,0087755,The Muppets Take Manhattan,"When the Muppets graduate from Danhurst College, they take their song-filled senior revue to New York City, only to learn that it isn't easy to find a producer who's willing to back a show starring a frog and a pig. Of course, Kermit the Frog and Miss Piggy won't take no for an answer, launching a search for someone to take them to Broadway.","[10749, 35, 10751]",,""
8974,20083,1075419,Shinjuku Incident,"Steelhead is a Chinese labourer who comes to Japan hoping for a better life. Unable to find honest work and bullied into the shadows with his fellow Chinese illegal immigrants, he soon finds himself ascending as the boss of a black market mob. After providing a deadly service to a powerful Yakuza crime boss, Steelhead’s rise to mafia power spirals rapidly out of control as he’s given reign over the dangerous and lucrative Shinjuku district.","[18, 28, 53, 80]",,""
8990,1618,0149151,Still Crazy,"In the seventies Strange Fruit were it. They lived the rock lifestyle to the max, groupies, drugs, internal tension and an ex front man dead from an overdose. Even their demise was glamorous; when lightning struck the stage during an outdoor festival. 20 years on and these former rock gods they have now sunk deep into obscurity when the idea of a reunion tour is lodged in the head of Tony, former keyboard player of the Fruits. Tony sets out to find his former bandmates with the help of former manager Karen to see if they can recapture the magic and give themselves a second chance.","[35, 10402]",,""
9010,18500,0418131,The Sandlot 2,"A decade has passed in the small town where the original Sandlot gang banded together during the summer of ’62 to play baseball and battle the Beast. Now comes the sequel, a campy romp back to the dugout where nine new kids descend on the diamond only to discover that a descendant of the Beast lives in Mr. Mertle’s backyard--a monster of mythical proportions known as ""The Great Fear.""","[10751, 35]",,""
9031,38843,0493949,Ramona and Beezus,"Ramona is a little girl with a very big imagination and a nose for mischief. Her playful antics keep everyone in her loving family on their toes, including her older sister Beezus, who's just trying to survive her first year of high school. Through all the ups and downs of childhood, Ramona and Beezus learn that anything's possible when you believe in yourself and rely on each other.","[35, 10751]",,""
9046,72197,1430626,The Pirates! In an Adventure with Scientists!,"The luxuriantly bearded Pirate Captain is a boundlessly enthusiastic, if somewhat less-than-successful, terror of the High Seas. With a rag-tag crew at his side, and seemingly blind to the impossible odds stacked against him, the Captain has one dream: to beat his bitter rivals Black Bellamy and Cutlass Liz to the much coveted Pirate of the Year Award. It’s a quest that takes our heroes from the shores of exotic Blood Island to the foggy streets of Victorian London. Along the way they battle a diabolical queen and team up with a haplessly smitten young scientist, but never lose sight of what a pirate loves best: adventure!","[16, 12, 10751, 35]",,""
9052,235704,3144098,Commitment,"The son of a North Korean spy decides to follow in his father's footsteps to protect his little sister. After his father's botched espionage mission, North Korean Myung-hoon and his young sister Hye-in are sent to a labor prison camp. In order to save his sister's life, Myung-hoon volunteers to become a spy and infiltrates the South as a teenage defector. While attending high school in the South, he meets another girl named Hye-in, and rescues her when she comes under attack.","[18, 28, 53]",,""
9099,13403,0248845,Hedwig and the Angry Inch,"Raised a boy in East Berlin, Hedwig undergoes a personal transformation in order to emigrate to the U.S., where she reinvents herself as an “internationally ignored” but divinely talented rock diva, inhabiting a “beautiful gender of one.”","[35, 10402, 18]",,""
9012,320846,3977848,Sky Sharks,"A team of Arctic geologists stumble across an abandoned laboratory in which the Nazis developed an incredible and brutal secret weapon during the final months of WW2. Deep in the ice, they accidentally awake a deadly army of flying zombie sharks ridden by genetically mutated, undead super-humans, who are unleashed into the skies, wreaking their bloodthirsty revenge on any aircraft that takes to the air. An elite task force is assembled to take on this deadly threat and stop the Sky Sharks from conquering the air, but as time runs out, the task force realises they will have to fight fire with fire, and the stage is set for the greatest flying super-mutant zombie shark air battle the world has ever seen....","[27, 878, 35]",,""
9206,517909,5865326,The Laundromat,"When her idyllic vacation takes an unthinkable turn, Ellen Martin begins investigating a fake insurance policy, only to find herself down a rabbit hole of questionable dealings that can be linked to a Panama City law firm and its vested interest in helping the world's wealthiest citizens amass larger fortunes.","[18, 80, 35]",,""
9148,632322,8305852,All My Life,"It was a chance meeting started by one of Sol’s friends trying to chat up Jennifer. However, in the end, it was those two who hit it off. Sol enjoyed Jen’s smile, her effort, and how silly she could be. Jen enjoyed Sol’s cooking, his athleticism, and that he would join her in fun moments. As you can imagine, love bloomed, and things got serious. Jen’s investment in Sol led to her pushing him to follow his dreams and even move in to save money. Sol’s investment in Jen well, it led to him proposing. But what started as a liver tumor grew into full-on cancer, so with a diagnosis of 6 months to live, Sol and Jennifer try to make the best of it.","[10749, 18]",,""
9161,6472,0109951,Guarding Tess,"Doug is a Secret Service Agent who has just completed his stint in charge protecting Tess Carlisle—the widow of a former U.S. President, and a close personal friend of the current President. He finds that she has requested that he not be rotated but instead return to be her permanent detail. Doug is crushed, and—after returning—wants off her detail as she is very difficult to guard and makes her detail crazy with her whims and demands.","[35, 18]",,""
9183,319888,1083452,Eddie the Eagle,"The feel-good story of Michael 'Eddie' Edwards, an unlikely but courageous British ski-jumper who never stopped believing in himself—even as an entire nation was counting him out. With the help of a rebellious and charismatic coach, Eddie takes on the establishment and wins the hearts of sports fans around the world by making an improbable and historic showing at the 1988 Calgary Winter Olympics.","[35, 18, 36, 12]",,""
9212,461714,6015706,China Salesman,"Yan Jian, a young Chinese IT engineer who volunteers to go to North Africa and help the company he works for to win a competition. The winner can own the right to control the communication between south and north. French spy Michael works for the West. His boss ordered him to go to the North Africa and win the competition, and they can control the great mineral resources of Africa. He hired the best mercenary in Africa whose name is Lauder and a former general Kabbah to help him. Yan has discovered their conspiracy, he is the only one who can stop them.","[28, 53]",,""
9215,180894,2458106,Ninja: Shadow of a Tear,"Fight everyone and trust no one: it's the code of survival practiced by martial-arts master Casey Bowman after his life of domestic bliss is shattered by a savage act of violence. Vowing revenge, the fearless American stealthily tracks the killer from Osaka to Bangkok to Rangoon with the help of a wise and crafty sensei. His only clues: a series of victims whose necks bear the distinctive mark of strangulation by barbed wire. Fighting to avenge as well as to survive, Casey must sharpen his razor-like responses and take his battle skills to the next level, even using deep meditation to fake his own death. His target: the sinister drug lord Goro, who is flooding the streets with deadly meth cooked at his remote jungle factory. To prepare for his ultimate confrontation, Casey must finally become an invisible warrior worthy of the name Ninja. But just when his prey is cornered, an unexpected twist shows Casey that his battle is only beginning: he truly can trust no one.","[28, 80, 53]",,""
9227,458302,6741368,"Remi, Nobody's Boy","At the age of 10 years, young Rémi is snatched from his adoptive mother and entrusted to the signor Vitalis, a mysterious itinerant musician. Has its hard sides - he will learn the harsh life of acrobat and sing to win his bread. Accompanied by the faithful dog capi and of the small monkey Joli-Coeur, his long trip through France, made for meetings, friendships and mutual assistance, leads him to the secret of its origins.","[12, 10751, 18]",,""
9248,413658,4652532,The Warriors Gate,"After a mysterious chest opens a gateway through time, teen gamer Jack is transported to an ancient empire terrorized by a cruel barbarian king. Jack will need all of his gaming skills as he battles to defeat the barbarian, protect a beautiful princess, and somehow find his way back home.","[28, 12, 35, 10751, 14]",,""
9139,16455,0339334,The Magic Roundabout,"A shaggy, candy-loving puppy named Dougal along with a group of friends embarks on a dangerous journey in an effort to imprison their oppressor -- the evil ice sorcerer ZeeBad (Zebedee's evil twin). As the world is placed in mortal danger Zeebad who wants to turn the world to ice. Doogal and his friends must recover 3 diamonds that are needed to stop him.","[16, 10751]",,""
9259,3040,0403358,Night Watch,"Among normal humans live the ""Others"" possessing various supernatural powers. They are divided up into the forces of light and the forces of the dark, who signed a truce several centuries ago to end a devastating battle. Ever since, the forces of light govern the day while the night belongs to their dark opponents. In modern day Moscow the dark Others actually roam the night as vampires while a ""Night Watch"" of light forces, among them Anton, the movie's protagonist, try to control them and limit their outrage","[14, 28, 53]",,""
9379,897338,16030222,The Bad Seed Returns,"Several years after the murderous events of the first movie left her father dead, Emma is now living with her aunt Angela and navigating high school. Angela’s husband begins to suspect that Emma may not be as innocent as she appears and suggests sending her off to boarding school. Meanwhile, a new girl at school seems to know Emma’s secrets, leaving Emma no choice but to slip back to her old ways and take care of her enemies by any means necessary.","[18, 27, 53, 10770]",,""
10091,39264,0070122,Godzilla vs. Megalon,"Inventor Goro Ibuki creates a humanoid robot named Jet Jaguar. It is soon seized by an undersea race of people called the Seatopians. Using Jet Jaguar as a guide, the Seatopians send Megalon as vengeance for the nuclear tests that have devastated their society.","[28, 878]",,""
10092,33997,1054580,Desert Flower,"The autobiography of a Somalian nomad who was sold in marriage at 13, fled from Africa a while later to become finally an American supermodel and is now at the age of 38, the UN spokeswoman against female genital mutilation.",[18],,""
10151,848763,22077666,Más respeto que soy tu madre,"Mirta is doing her best to navigate the social and economic crisis pummeling Argentina on the eve of the 21st century, after all, she's got an unemployed husband, three stressed-out kids, and a drug addict father-in-law to look after. As the crisis promises to boot the family from the middle class, Mirta decides to open a pizzeria that will serve slices with lots of laughs and extra drama.",[35],,""
9293,7859,0468489,Half Nelson,"Despite his dedication to the junior-high students who fill his classroom, idealistic teacher Dan Dunne leads a secret life of addiction that the majority of his students will never know. But things change when a troubled student Drey makes a startling discovery of his secret life, causing a tenuous bond between the two that could either end disastrously or provide a catalyst of hope.",[18],,""
9312,15120,0086325,Smokey and the Bandit Part 3,"The Enos duo convince Cletus, aka The Bandit, to come out of hiding and help them promote their new restaurant. With a little coaxing, he agrees, producing an almost-creaky Trigger as his mode of transport. But his nemesis, Sheriff Buford T. Justice, is on the hunt, forcing Cletus and Trigger to hit the road. Can they steer clear of the vengeful sheriff?","[28, 35, 80]",,""
9314,275619,3677466,Age of Tomorrow,"Mankind must fight to survive as Earth is invaded by hostile UFOs bent on destroying the planet. As the epic battle wages on, astronauts sneak aboard the mothership where they discover a portal to the aliens' home world. They manage to alert Earth before they are brutally murdered. Left with no other choice, Earth sends an elite military team of science and combat specialists through the portal where they attempt to stop the invasion from the inside out.","[53, 878, 28]",,""
9334,22244,0098354,Society,Bill is worried that he is 'different' to his sister and parents. They mix with other 'upper class' people while Bill is more down to earth. Even his girlfriend seems a bit odd. All is revealed when Bill returns home to find a party in full swing. Not for the weak of stomach.,"[35, 27, 9648]",,""
9338,132344,2209418,Before Midnight,"It has been nine years since we last met Jesse and Celine, the French-American couple who once met on a train in Vienna. Now, live in Paris with twin daughters, but have spent a summer in Greece on the invitation of an author colleague of Jesse's. When the vacation is over and Jesse must send his teenage son off to the States, he begins to question his life decisions, and his relationship with Celine is at risk.","[10749, 18]",,""
9356,11120,0091557,The Mosquito Coast,"Allie Fox, an American inventor exhausted by the perceived danger and degradation of modern society, decides to escape with his wife and children to Belize. In the jungle, he tries with mad determination to create a utopian community with disastrous results.","[12, 18]",,""
9361,101267,2215719,Katy Perry: Part of Me,"Giving fans unprecedented access to the real life of the music sensation, Katy Perry: Part of Me exposes the hard work, dedication and phenomenal talent of a girl who remained true to herself and her vision in order to achieve her dreams. Featuring rare behind-the-scenes interviews, personal moments between Katy and her friends, and all-access footage of rehearsals, choreography, Katy’s signature style and more, Katy Perry: Part of Me reveals the singer’s unwavering belief that if you can be yourself, then you can be anything.","[99, 10402]",,""
9376,12651,0100133,Memphis Belle,"The ""Memphis Belle"" is a World War II bomber, piloted by a young crew on dangerous bombing raids into Europe. The crew only have to make one more bombing raid before they have finished their duty and can go home. In the briefing before their last flight, the crew discover that the target for the day is Dresden, a heavily-defended city that invariably causes many Allied casualties","[18, 10752, 28]",,""
9292,346687,4779326,The Water Man,"Hoping to save his sick mother, a boy named Gunner and his friend Jo venture into the remote Wild Horse forest to search for a mythical figure who possesses the secret to immortality. When they go missing, Gunner's father Amos must immerse himself in his son's world to find them.",[12],,""
9396,27352,0094792,Braddock: Missing in Action III,"When Colonel James Braddock is told that his Asian wife and 12-year-old son are still alive in Communist Vietnam, he mounts a one-man assault to free them. Armed with the latest high-tech firepower, Braddock fights his way into the heart of the country and ends up battling his way out with several dozen abused Amerasian children in tow! Struggling to keep them alive while outmaneuvering a sadistic Vietnamese officer, Braddock ignites the jungle in a blazing cross-country race for freedom.","[28, 10752]",,""
9460,26953,0098143,Puppet Master,"A Jewish puppet maker who's discovered the secret to creating living puppets commits suicide to avoid capture by the Nazis and hides his beloved and harmless puppet children in a California hotel. Years later, a cult of magicians arrive at the hotel under the invitation of an ex-member who betrayed them all, only to find that he's dead - and that the living puppets, under the influence of a new Puppet Master, have turned murderous!","[27, 14, 878]",,""
9500,48624,0108461,Urotsukidōji: Legend of the Overfiend,"Legend has it that the human race is not the only dominant civilization living on Earth. Two other races exist in this world: the Makai (a demon race) and the Jujinkai (a half-man, half-beast race). Once every 3,000 years, a supreme being known as the ""Choujin"" (Overfiend) will emerge and bring balance to all three realms on Earth. In present-day Japan, after 300 years of endless searching, a Jujinkai named Amano Jyaku has discovered the presence of the Choujin inside high school slacker Tatsuo Nagumo. But now, Amano, along with his sister Megumi and their sidekick Kuroko must protect Nagumo and his new girlfriend Akemi Ito from the Makai, who believe that Nagumo is not the Choujin, but an evil entity bent on destroying all living beings on Earth.","[16, 28, 27, 14]",,""
9540,24787,0189070,Scooby-Doo! Meets the Boo Brothers,"When Shaggy inherits an old Southern estate from an uncle, he and his sleuthing hounds take a road trip. But they don't even make it to the mansion before the haunting starts. Amid headless horsemen, walking skeletons, and a menacing butler, Scooby, Scrappy, and Shaggy get majorly spooked.","[16, 12, 35, 10751, 10770, 9648]",,""
9543,9460,0115693,Black Mask,"Tsui Chik tries to lead a quiet life as a librarian. However, he is really a former test subject for a highly secretive supersoldier project and the instructor of a special commando unit dubbed ""701."" The 701 squad is used for many government missions, but after one of the agents kills a team of policemen in an uncontrollable rage, the government decides to abort the project and eliminate all the subjects. Tsui Chik helped the surviving 701 agents flee the extermination attempt. Having escaped, Tsui Chik went separate ways from his team. Later, he discovers that the rest of the team were responsible for a violent crime spree that was beyond the capability of the local police. He sets out to stop them, donning a disguise and using the superhero alias of ""Black Mask"". Having lost the ability to feel pain due to the surgery performed on the super-soldiers by the military, Black Mask is almost invulnerable.",[28],,""
9790,508747,8033592,Us and Them,"Ten years ago, on a train home during the busy Spring Festival travel period, fate brings Xiaoxiao and Jianqing together. Like many young couples, they meet, fall in love, and strive to make it work, but eventually, the harsh realities of life make them drift apart. Ten years later, they run into each other again. Will they make the most of this second chance and rekindle what they once lost?","[10749, 18]",,""
9481,116440,2175842,"Maggie Simpson in ""The Longest Daycare""","In this Oscar-nominated short from The Simpsons, Maggie must navigate an eventful first day in daycare. At the Ayn Rand School for Tots, Maggie is diagnosed with average intelligence. Barred from the gifted children, she longs to escape from her glue-guzzling classmates. But when a lonely caterpillar befriends her, she makes it her mission to save it from a ruthless butterfly smashing toddler","[16, 18, 10751]",,""
